,content,label
2088,two trans women from the bronx open up about their lives and communities,0
2089,lionel richie explains why he decided to adopt his daughter nicole,0
2090,men mental health demands male friendship,0
2091,obama orders flags at half staff to honor victims of oregon shooting,0
2092,literary study finds all modern narratives derived from classic alien vs predator conflict,1
2093,someone filming roll at pike place market right now,1
2094,paul ryan cuts 120 million in wasteful spending from romney campaign,1
2095,u swimmers should be charged for false testimony vandalism brazil police,0
2096,make no mistake trump government shutdown is about racism,0
2097,kellyanne conway denies mike pence expensive nfl exit was political stunt ,0
2098,when gender dysphoria compounds body dysmorphia in eating disorder recovery,0
2099,vacationing man misses own remote control,1
2100,prince harry gets old suit tailored to wear to wedding,1
2101,petting zoo all goats,1
2102,judge aaron persky cleared of misconduct in stanford sex assault case,0
2103,twitter verifies jason kessler organizer of charlottesville white supremacist rally,0
2104,new study finds staring out from balcony with best friends strongest indicator that this your city your time,1
2105,area supervisor hates to break up little party,1
2106,alfonso ribeiro may be forced to leave dwts ,0
2107,johnson johnson hoping brand won be tarnished if they dip into lethal injection game,1
2108,vatican issues first comments on trump immigration ban,0
2109,hero cop receives hero lap dance,1
2110,huffpost rise what you need to know on february 26,0
2111,this may explain why you can stop hitting the snooze,0
2112,you just have to get to know area jerk,1
2113,nevada must not allow death row inmate to volunteer for execution by fentanyl and other drugs,0
2114,meat industry introduces new easy tear perforated beef,1
2115,can you spot what wrong with the memphis grizzlies valentine day graphic ,0
2116,media suffering through record normal temperatures,1
2117,a cop job is difficult but it can be done without killing humans,0
2118,pink gets real about the most humbling part of parenting,0
2119,woman finds imperfect mate at outlet mall,1
2120,man takes free thing he doesn want,1
2121,this rare gene mutation makes some people crave fatty foods,0
2122,veteran told what offends him,1
2123,trump boys sadly release pet alligator into lincoln memorial reflecting pool,1
2124,korean pop group bts shakes up lineup by adding really old guy,1
2125,emerson collins talks new film very sordid wedding more audio ,0
2126,international women day will western women save the world ,0
2127,the source of donald trump military expertise finally revealed ,0
2128, it just costume it just costume man nervously assures himself as giant hot dog starts walking toward him,1
2129,clinton forced to kneel before zod,1
2130,another university stops students from passing out copies of the constitution,0
2131,diners eating impossible burgers doused with beet juice by protesting meat rights activists,1
2132,donald trump ignorance extends to foreign affairs that a big problem ,0
2133,syrian rebels government think it about time to call syria day,1
2134,confederate flag doesn fly with california lawmakers,0
2135, follow your instructions this is all part of the plan hisses richard nixon tattoo protruding from roger stone back,1
2136,tiffany haddish needs to win every award after this hilarious acceptance speech,0
2137,the bitcoin hoax,0
2138,nation outfoxed sheriffs shake heads throw hats in dirt,1
2139,airlines to congress stop norwegian air ,0
2140,who lost iraq and what we can do about it,0
2141,the s under invests in energy innovation asserts former energy secretary ernest moniz,0
2142,moderators give marco rubio 90 seconds to deliver closing statement of campaign,1
2143,gene wilder to make horrible horrible movie,1
2144,forged federal document complicates growing fight over national monument designation in utah,0
2145,area man tired of making excuses for rapist friend,1
2146,cash strapped oscars to give out emmys,1
2147,trump hints at obamacare replacement that would look nothing like what republicans have in mind,0
2148,what did over the holidays that would make seinfeld proud,0
2149,five lessons of being multi millionaire,0
2150,dog chastised for acting like dog,1
2151,hillary clinton held her first press conference of 2016 or not,0
2152,ohio moves to ban abortion after 6 weeks of pregnancy,0
2153,golf sensation jordan spieth loses masters after horrible meltdown danny willett wins,0
2154,melania trump hosts state dinner in stunning black shroud of shrieking crows,1
2155,a peace community tries nonviolent resistance in colombia,0
2156,embracing change in an uncertain climate,0
2157,man can name all parts of the vagina,1
2158,poll 96 of bands looking for slightly better drummer,1
2159,wife already knows the one thing she ll say that can never be taken back,1
2160,nytimes com plan to charge people money for consuming goods services called bold business move,1
2161,therapy golden retriever helps comfort rape victims during counseling sessions,0
2162,lindsey graham drops out of presidential race,0
2163,judge pumps self up before verdict by listening to andrew k ,1
2164,83rd birthday party stretches definition of party,1
2165,it aint over till it over ,0
2166,watch live fmr afghanistan ambassador zalmay khalilzad discusses foreign policy,0
2167,food network goes off air after every possible iteration of ingredient combinations completed,1
2168,fbi deputy director touched by heavily redacted farewell card from bureau coworkers,1
2169,justice scalia endorses new easton gaveling gloves,1
2170,politicians bash donald trump over use of pocahontas slur at navajo event,0
2171,losing powerball numbers announcement enters 17th hour,1
2172,man in break room can still hear time clock ticking loudly,1
2173,ilana glazer to street harassers lick my balls ,0
2174, game of thrones fans excited to hear series will finally be over,1
2175,naked man mingles freely in locker room,1
2176,national archives clearly stored constitution in three ring binder,1
2177,this guy rendition of adele hello is why the internet was created,0
2178,friends trying on each other glasses revel in glorious mayhem of having slightly different prescriptions,1
2179,taco bell five ingredients combined in totally new way,1
2180,wow air is offering 69 flights to europe from san francisco miami and boston,0
2181,donald trump dr oz gambit makes mockery of transparency norms,0
2182,we re sugar babies this is what it like ,0
